team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
BOS,2011,BOS,2011020652,BOS,CAR,AWAY,20120114,Team Level,other,0.7884,0.8333,0.8333,73.0,3.822,1.893,0.2,0.444,0.108,1.561,0.794,0.918,1.893,0.918,3.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.893,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.098,0.0,0.0,1.991,1.991,0.966,0.549,0.508,0.015,0.018,0.015,0.225,0.22,0.508,0.508,0.508,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.508,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.003,0.0,0.0,0.511,0.511,0.511
BOS,2011,BOS,2011020652,BOS,CAR,AWAY,20120114,Team Level,all,0.5937,0.5766,0.6,3600.0,33.818,4.076,2.191,7.65,1.113,18.534,14.437,3.031,4.248,3.196,35.0,13.0,16.0,64.0,2.0,3.0,1.0,7.0,1.0,15.0,20.0,33.0,46.0,1.0,2.0,28.0,14.0,7.0,4.0,36.0,6.0,6.0,1.042,0.853,2.181,1.0,1.0,0.0,66.729,48.0,50.168,2.0,0.515,0.626,0.626,3.966,4.104,3.037,23.32,2.789,1.64,5.642,0.739,12.446,8.744,2.601,2.649,2.475,21.0,11.0,15.0,47.0,4.0,3.0,0.0,3.0,1.0,11.0,10.0,17.0,28.0,3.0,6.0,22.0,18.0,12.0,9.0,22.0,5.0,5.0,0.521,0.645,1.623,2.0,0.0,2.0,44.906,32.0,30.572,7.0,0.344,0.861,0.861,2.272,2.175,2.14
BOS,2011,BOS,2011020652,BOS,CAR,AWAY,20120114,Team Level,5on5,0.4868,0.5306,0.5571,3287.0,27.135,2.164,1.826,6.603,0.902,15.225,12.28,2.093,2.335,2.258,30.0,9.0,13.0,52.0,2.0,3.0,1.0,6.0,0.0,9.0,19.0,28.0,37.0,1.0,2.0,24.0,14.0,6.0,3.0,32.0,6.0,1.0,1.023,0.853,0.289,1.0,1.0,0.0,54.729,39.0,41.168,2.0,0.378,0.626,0.626,1.916,2.054,2.012,22.771,2.281,1.625,5.624,0.724,12.221,8.524,2.094,2.141,1.967,20.0,11.0,15.0,46.0,3.0,3.0,0.0,3.0,1.0,11.0,10.0,17.0,28.0,3.0,6.0,18.0,18.0,11.0,9.0,22.0,5.0,4.0,0.521,0.645,1.116,2.0,0.0,1.0,43.906,31.0,29.572,7.0,0.341,0.861,0.861,1.761,1.664,1.629
BOS,2011,BOS,2011020652,BOS,CAR,AWAY,20120114,Team Level,4on5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOS,2011,BOS,2011020652,BOS,CAR,AWAY,20120114,Team Level,5on4,1.0,1.0,1.0,240.0,2.862,0.02,0.165,0.602,0.103,1.747,1.363,0.02,0.02,0.02,2.0,2.0,3.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,7.0,4.0,4.0,0.0,0.039,0.0,0.0,0.059,0.059,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOS,2011,BOS,2011020667,BOS,FLA,AWAY,20120116,Team Level,other,0.6851,0.5,0.5455,76.0,4.654,1.092,0.271,0.632,0.135,2.406,1.464,1.068,1.092,1.068,5.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,5.0,1.0,2.0,4.0,2.0,1.0,0.0,4.0,0.0,2.0,0.126,0.0,0.966,0.0,0.0,1.0,6.0,6.0,6.0,0.0,0.098,0.0,0.0,1.19,1.19,1.154,3.909,0.502,0.349,0.725,0.104,1.795,1.526,0.488,0.502,0.488,5.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,5.0,5.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,4.0,0.0,0.05,0.452,0.0,0.0,0.0,0.0,6.0,5.0,5.0,0.0,0.095,0.0,0.0,0.597,0.597,0.581
BOS,2011,BOS,2011020667,BOS,FLA,AWAY,20120116,Team Level,all,0.4429,0.4685,0.4737,3900.0,31.821,2.708,1.985,7.345,1.108,18.006,13.848,2.662,2.806,2.759,35.0,10.0,7.0,52.0,2.0,4.0,0.0,6.0,0.0,13.0,20.0,33.0,43.0,4.0,11.0,26.0,27.0,6.0,3.0,39.0,2.0,4.0,1.015,0.229,1.464,1.0,0.0,1.0,54.512,45.0,47.147,2.0,0.454,0.363,0.363,2.799,2.9,2.846,37.811,3.406,2.688,8.485,1.111,19.285,15.025,3.302,3.261,3.161,40.0,10.0,9.0,59.0,2.0,4.0,0.0,9.0,1.0,8.0,26.0,38.0,48.0,3.0,9.0,32.0,27.0,8.0,11.0,34.0,12.0,4.0,0.841,1.42,1.144,1.0,1.0,0.0,56.885,50.0,48.222,3.0,0.603,0.941,0.941,3.068,2.959,2.891
BOS,2011,BOS,2011020667,BOS,FLA,AWAY,20120116,Team Level,5on5,0.4095,0.5,0.4932,3334.0,25.091,1.598,1.568,6.261,0.915,14.109,11.55,1.58,1.696,1.677,29.0,7.0,7.0,43.0,1.0,4.0,0.0,4.0,0.0,9.0,18.0,28.0,35.0,3.0,9.0,20.0,23.0,5.0,3.0,32.0,2.0,2.0,0.87,0.229,0.498,1.0,0.0,0.0,45.512,36.0,38.147,2.0,0.321,0.363,0.363,1.555,1.656,1.649,27.965,2.304,1.777,6.452,0.838,14.139,11.49,2.259,2.159,2.118,27.0,10.0,6.0,43.0,2.0,3.0,0.0,5.0,0.0,6.0,21.0,25.0,35.0,2.0,7.0,22.0,27.0,8.0,9.0,28.0,6.0,3.0,0.644,0.746,0.914,1.0,1.0,0.0,40.885,37.0,35.222,3.0,0.368,0.711,0.711,1.961,1.851,1.847
BOS,2011,BOS,2011020667,BOS,FLA,AWAY,20120116,Team Level,4on5,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.937,0.6,0.562,1.308,0.169,3.351,2.009,0.555,0.6,0.555,8.0,0.0,2.0,10.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,8.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,2.0,1.0,0.148,0.222,0.23,0.0,0.0,0.0,10.0,8.0,8.0,0.0,0.141,0.23,0.23,0.511,0.511,0.463
BOS,2011,BOS,2011020667,BOS,FLA,AWAY,20120116,Team Level,5on4,1.0,1.0,1.0,130.0,2.075,0.018,0.146,0.452,0.058,1.491,0.834,0.014,0.018,0.014,1.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.035,0.0,0.0,0.054,0.054,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOS,2011,BOS,2011020677,BOS,T.B,AWAY,20120117,Team Level,other,0.5134,0.7273,0.75,171.0,4.433,0.499,0.329,0.885,0.129,2.246,1.912,0.48,0.499,0.48,6.0,0.0,2.0,8.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,3.0,0.0,0.143,0.356,0.0,0.0,0.0,0.0,8.0,6.0,6.0,0.0,0.098,0.099,0.099,0.498,0.498,0.486,1.212,0.473,0.053,0.157,0.037,0.663,0.618,0.376,0.473,0.376,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.02,0.0,0.453,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.012,0.0,0.0,0.485,0.485,0.388
BOS,2011,BOS,2011020677,BOS,T.B,AWAY,20120117,Team Level,all,0.4122,0.5133,0.5,3600.0,29.068,2.448,2.23,6.324,0.898,15.998,13.102,2.383,2.489,2.422,29.0,12.0,17.0,58.0,3.0,3.0,1.0,9.0,0.0,12.0,14.0,26.0,38.0,5.0,10.0,30.0,18.0,4.0,6.0,29.0,10.0,2.0,0.687,1.265,0.495,0.0,2.0,1.0,58.012,41.0,40.805,5.0,0.547,0.263,0.263,2.732,2.772,2.744,29.006,3.491,2.196,6.222,0.949,16.706,11.435,3.261,3.439,3.21,31.0,10.0,14.0,55.0,5.0,3.0,1.0,1.0,1.0,16.0,15.0,26.0,36.0,4.0,8.0,36.0,23.0,5.0,10.0,25.0,12.0,4.0,0.902,1.284,1.306,1.0,1.0,3.0,54.666,41.0,40.876,5.0,0.491,0.385,0.385,3.597,3.543,3.371
BOS,2011,BOS,2011020677,BOS,T.B,AWAY,20120117,Team Level,5on5,0.4485,0.4675,0.4444,2670.0,16.95,1.751,1.193,3.755,0.536,9.518,7.247,1.706,1.792,1.745,16.0,8.0,12.0,36.0,2.0,1.0,1.0,4.0,0.0,8.0,9.0,14.0,22.0,5.0,10.0,24.0,12.0,3.0,6.0,16.0,6.0,2.0,0.463,0.793,0.495,0.0,1.0,1.0,36.012,24.0,23.805,5.0,0.253,0.153,0.153,1.851,1.89,1.874,21.397,2.153,1.52,4.823,0.69,11.996,8.818,2.046,2.101,1.995,22.0,8.0,11.0,41.0,4.0,3.0,1.0,1.0,1.0,10.0,11.0,18.0,26.0,4.0,8.0,20.0,21.0,5.0,8.0,21.0,6.0,3.0,0.702,0.598,0.853,1.0,1.0,2.0,40.666,30.0,29.876,5.0,0.316,0.385,0.385,2.085,2.03,1.988
BOS,2011,BOS,2011020677,BOS,T.B,AWAY,20120117,Team Level,4on5,0.1182,0.1538,0.1818,399.0,1.125,0.116,0.066,0.093,0.032,0.231,1.462,0.116,0.116,0.116,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.001,0.115,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.016,0.0,0.0,0.132,0.132,0.132,6.397,0.865,0.623,1.243,0.223,4.047,2.0,0.839,0.865,0.839,8.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,8.0,9.0,0.0,0.0,7.0,1.0,0.0,2.0,3.0,6.0,0.0,0.18,0.685,0.0,0.0,0.0,0.0,11.0,9.0,9.0,0.0,0.162,0.0,0.0,1.028,1.028,0.995
BOS,2011,BOS,2011020677,BOS,T.B,AWAY,20120117,Team Level,5on4,1.0,1.0,1.0,360.0,6.56,0.081,0.641,1.591,0.202,4.003,2.482,0.081,0.081,0.081,6.0,3.0,3.0,12.0,0.0,1.0,0.0,2.0,0.0,3.0,3.0,6.0,9.0,0.0,0.0,2.0,0.0,1.0,0.0,9.0,0.0,0.0,0.081,0.0,0.0,0.0,0.0,0.0,12.0,9.0,9.0,0.0,0.181,0.011,0.011,0.252,0.252,0.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOS,2011,BOS,2011020686,BOS,N.J,AWAY,20120119,Team Level,other,0.8841,0.5,0.5,69.0,0.727,0.694,0.013,0.015,0.015,0.13,0.133,0.694,0.694,0.694,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.694,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.003,0.0,0.0,0.697,0.697,0.697,0.677,0.091,0.066,0.109,0.037,0.602,0.095,0.091,0.091,0.091,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.017,0.0,0.0,0.108,0.108,0.108
BOS,2011,BOS,2011020686,BOS,N.J,AWAY,20120119,Team Level,all,0.627,0.475,0.4789,3600.0,24.806,3.248,1.341,5.182,0.76,12.522,10.947,3.215,3.322,3.286,25.0,9.0,4.0,38.0,4.0,1.0,1.0,6.0,0.0,8.0,15.0,21.0,30.0,2.0,7.0,35.0,17.0,2.0,5.0,24.0,7.0,3.0,0.678,0.852,1.718,1.0,1.0,2.0,38.685,34.0,34.581,3.0,0.279,0.188,0.433,3.095,3.157,3.143,26.113,1.932,1.612,6.292,0.883,15.608,10.673,1.909,1.877,1.855,31.0,6.0,5.0,42.0,1.0,0.0,0.0,11.0,0.0,12.0,13.0,30.0,36.0,2.0,7.0,29.0,14.0,6.0,4.0,31.0,4.0,2.0,1.088,0.405,0.439,0.0,1.0,0.0,41.302,37.0,36.463,2.0,0.329,0.0,0.221,2.039,1.974,1.952
BOS,2011,BOS,2011020686,BOS,N.J,AWAY,20120119,Team Level,5on5,0.4959,0.48,0.4776,3318.0,23.167,1.774,1.303,5.125,0.736,12.301,10.761,1.741,1.849,1.812,23.0,9.0,4.0,36.0,2.0,1.0,1.0,6.0,0.0,8.0,15.0,21.0,30.0,2.0,7.0,33.0,17.0,2.0,5.0,24.0,7.0,1.0,0.678,0.852,0.245,1.0,1.0,0.0,36.685,32.0,32.581,3.0,0.264,0.188,0.433,1.606,1.668,1.654,24.752,1.803,1.486,6.025,0.823,14.572,10.291,1.781,1.749,1.727,30.0,5.0,4.0,39.0,1.0,0.0,0.0,10.0,0.0,12.0,12.0,29.0,34.0,2.0,7.0,24.0,13.0,5.0,3.0,30.0,3.0,2.0,1.051,0.314,0.439,0.0,1.0,0.0,38.302,35.0,34.463,2.0,0.298,0.0,0.221,1.881,1.815,1.793
BOS,2011,BOS,2011020686,BOS,N.J,AWAY,20120119,Team Level,4on5,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685,0.037,0.059,0.159,0.023,0.435,0.287,0.037,0.037,0.037,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.014,0.0,0.0,0.051,0.051,0.051
BOS,2011,BOS,2011020686,BOS,N.J,AWAY,20120119,Team Level,5on4,1.0,1.0,1.0,93.0,0.911,0.78,0.025,0.042,0.009,0.091,0.053,0.78,0.78,0.78,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.78,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.012,0.0,0.0,0.792,0.792,0.792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOS,2011,BOS,2011020699,BOS,NYR,HOME,20120121,Team Level,other,0.124,0.2,0.2308,311.0,2.07,0.074,0.106,0.476,0.062,1.163,1.12,0.074,0.074,0.074,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,2.0,15.0,5.0,0.0,1.0,0.0,3.0,0.0,0.0,0.074,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.024,0.0,0.0,0.098,0.098,0.098,7.597,0.523,0.552,1.917,0.306,4.038,2.665,0.499,0.523,0.499,8.0,2.0,2.0,12.0,1.0,2.0,1.0,3.0,0.0,1.0,3.0,7.0,9.0,0.0,0.0,3.0,0.0,0.0,2.0,7.0,3.0,0.0,0.158,0.365,0.0,0.0,1.0,0.0,12.0,10.0,10.0,0.0,0.189,0.232,0.232,0.479,0.479,0.47
BOS,2011,BOS,2011020699,BOS,NYR,HOME,20120121,Team Level,all,0.4431,0.5641,0.5432,3896.0,30.37,1.551,1.791,7.712,1.003,18.218,13.725,1.535,1.485,1.47,34.0,10.0,22.0,66.0,2.0,1.0,0.0,9.0,0.0,16.0,16.0,32.0,42.0,6.0,26.0,32.0,12.0,8.0,12.0,39.0,5.0,0.0,0.96,0.59,0.0,1.0,1.0,0.0,63.855,44.0,42.658,6.0,0.365,0.039,0.039,1.877,1.798,1.78,26.689,1.949,1.594,5.957,0.878,13.659,12.963,1.924,2.032,2.007,33.0,4.0,14.0,51.0,3.0,2.0,1.0,8.0,0.0,6.0,18.0,30.0,34.0,6.0,15.0,27.0,27.0,7.0,8.0,28.0,7.0,2.0,0.678,0.803,0.468,2.0,1.0,0.0,52.734,37.0,38.16,3.0,0.404,0.232,0.232,2.121,2.215,2.205
BOS,2011,BOS,2011020699,BOS,NYR,HOME,20120121,Team Level,5on5,0.5034,0.6322,0.6393,2865.0,26.855,1.389,1.562,6.902,0.887,16.068,12.192,1.373,1.323,1.309,29.0,10.0,16.0,55.0,2.0,1.0,0.0,8.0,0.0,14.0,14.0,27.0,37.0,4.0,11.0,22.0,11.0,6.0,10.0,34.0,5.0,0.0,0.799,0.59,0.0,1.0,1.0,0.0,52.855,39.0,37.658,6.0,0.311,0.039,0.039,1.661,1.582,1.565,16.275,1.37,0.89,3.566,0.489,8.373,7.313,1.368,1.453,1.451,21.0,1.0,10.0,32.0,2.0,0.0,0.0,5.0,0.0,3.0,12.0,19.0,20.0,6.0,15.0,19.0,25.0,4.0,5.0,16.0,4.0,2.0,0.464,0.438,0.468,2.0,0.0,0.0,33.734,22.0,23.16,3.0,0.181,0.0,0.0,1.551,1.645,1.644
BOS,2011,BOS,2011020699,BOS,NYR,HOME,20120121,Team Level,4on5,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.427,0.015,0.105,0.309,0.042,1.019,0.51,0.015,0.015,0.015,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.025,0.0,0.0,0.04,0.04,0.04
BOS,2011,BOS,2011020699,BOS,NYR,HOME,20120121,Team Level,5on4,0.6769,0.6667,0.4,480.0,1.445,0.088,0.123,0.335,0.054,0.986,0.414,0.088,0.088,0.088,2.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,0.088,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,0.029,0.0,0.0,0.117,0.117,0.117,1.39,0.042,0.047,0.166,0.041,0.229,2.476,0.042,0.042,0.042,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,3.0,2.0,3.0,0.0,3.0,0.0,0.0,0.042,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.01,0.0,0.0,0.052,0.052,0.052
BOS,2011,BOS,2011020713,BOS,PHI,AWAY,20120122,Team Level,other,0.384,0.7647,0.7,80.0,4.911,0.101,0.318,1.097,0.162,3.268,2.056,0.1,0.101,0.1,5.0,2.0,6.0,13.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0,7.0,0.0,0.0,7.0,1.0,0.0,0.0,7.0,0.0,0.0,0.101,0.0,0.0,0.0,0.0,0.0,13.0,7.0,7.0,0.0,0.097,0.0,0.0,0.198,0.198,0.196,2.098,0.162,0.1,0.505,0.08,1.05,1.104,0.162,0.162,0.162,3.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0,0.067,0.095,0.0,0.0,0.0,0.0,4.0,3.0,3.0,1.0,0.023,0.0,0.0,0.185,0.185,0.185
BOS,2011,BOS,2011020713,BOS,PHI,AWAY,20120122,Team Level,all,0.5675,0.4861,0.4766,3900.0,36.763,5.277,2.146,8.211,1.204,18.7,15.463,4.535,5.426,4.681,37.0,14.0,19.0,70.0,5.0,4.0,0.0,3.0,3.0,16.0,20.0,32.0,46.0,14.0,37.0,43.0,24.0,7.0,8.0,39.0,5.0,7.0,0.955,0.744,3.578,2.0,0.0,3.0,73.103,51.0,53.448,7.0,0.512,1.35,1.35,4.439,4.586,4.56,40.894,4.022,2.863,9.33,1.285,22.959,15.54,3.815,3.914,3.708,38.0,18.0,18.0,74.0,5.0,2.0,0.0,11.0,0.0,19.0,19.0,33.0,51.0,10.0,29.0,36.0,39.0,7.0,9.0,36.0,18.0,2.0,1.251,1.97,0.801,0.0,5.0,0.0,71.765,56.0,54.477,6.0,0.658,0.801,0.801,3.879,3.753,3.595
BOS,2011,BOS,2011020713,BOS,PHI,AWAY,20120122,Team Level,5on5,0.5402,0.5114,0.5217,2717.0,25.513,2.122,1.537,6.45,0.904,13.726,11.261,2.075,2.271,2.221,25.0,11.0,9.0,45.0,4.0,3.0,0.0,2.0,2.0,12.0,13.0,21.0,32.0,12.0,33.0,31.0,20.0,3.0,5.0,29.0,4.0,3.0,0.842,0.552,0.728,2.0,0.0,2.0,48.103,36.0,38.448,5.0,0.317,0.492,0.492,1.947,2.094,2.08,24.444,1.806,1.586,6.05,0.765,13.321,9.472,1.793,1.698,1.686,20.0,13.0,10.0,43.0,2.0,0.0,0.0,8.0,0.0,11.0,12.0,18.0,31.0,8.0,25.0,22.0,33.0,5.0,7.0,23.0,10.0,0.0,0.658,1.148,0.0,0.0,2.0,0.0,40.765,33.0,31.477,4.0,0.327,0.0,0.0,2.133,2.007,1.992
